"SECTOR","STATE","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Industrial Processes - Oil & Gas Production","WV","Volatile Organic Compounds","CAP","101765.244773096","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","GA","Nitrogen Oxides","CAP","101625.371086423","TON"
"Biogenics - Vegetation and Soil","NE","Carbon Monoxide","CAP","101357.83","TON"
"Biogenics - Vegetation and Soil","TX","Nitrogen Oxides","CAP","100854.769","TON"
"Dust - Unpaved Road Dust","KY","PM10 Primary (Filt + Cond)","CAP","100830.409","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","FL","Nitrogen Oxides","CAP","100709.25809","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","ME","Carbon Monoxide","CAP","100449.5073643","TON"
"Fires - Wildfires","NV","Carbon Monoxide","CAP","99879.940166","TON"
"Mobile - Non-Road Equipment - Gasoline","MI","Volatile Organic Compounds","CAP","99338.967835357191482246552052035","TON"
"Agriculture - Livestock Waste","MN","Ammonia","CAP","98720.0109292","TON"
"Mobile - Non-Road Equipment - Gasoline","UT","Carbon Monoxide","CAP","98038.7318321629100594828026314","TON"
"Industrial Processes - Oil & Gas Production","KS","Volatile Organic Compounds","CAP","97740.282160971452","TON"
"Biogenics - Vegetation and Soil","MA","Volatile Organic Compounds","CAP","97680.932","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","CA","Nitrogen Oxides","CAP","97588.52965","TON"
"Mobile - Non-Road Equipment - Gasoline","CA","Volatile Organic Compounds","CAP","97488.28238023962","TON"
"Dust - Unpaved Road Dust","NE","PM10 Primary (Filt + Cond)","CAP","97413.807","TON"
"Waste Disposal","PA","Carbon Monoxide","CAP","97225.407218","TON"
"Fires - Wildfires","ID","Volatile Organic Compounds","CAP","96805.774993","TON"
"Fires - Wildfires","AL","Carbon Monoxide","CAP","96760.094314","TON"
"Dust - Unpaved Road Dust","UT","PM10 Primary (Filt + Cond)","CAP","96640.631","TON"
"Fuel Comb - Electric Generation - Coal","TX","Nitrogen Oxides","CAP","96289.362","TON"
"Agriculture - Crops & Livestock Dust","TN","PM10 Primary (Filt + Cond)","CAP","95870.96476","TON"
"Biogenics - Vegetation and Soil","MN","Carbon Monoxide","CAP","95850.529","TON"
"Fuel Comb - Electric Generation - Coal","FL","Sulfur Dioxide","CAP","94971.5831","TON"
"Fires - Wildfires","OR","PM2.5 Primary (Filt + Cond)","CAP","94823.00639","TON"
"Fuel Comb - Electric Generation - Coal","WV","Sulfur Dioxide","CAP","94264.4","TON"
"Agriculture - Livestock Waste","NE","Ammonia","CAP","93928.4687564","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","OH","Nitrogen Oxides","CAP","93371.23634155","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","TX","Nitrogen Oxides","CAP","93111.1559273","TON"
"Industrial Processes - Oil & Gas Production","CO","Volatile Organic Compounds","CAP","93017.648610118","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","ND","Carbon Monoxide","CAP","92802.20468986","TON"
"Solvent - Consumer & Commercial Solvent Use","NY","Volatile Organic Compounds","CAP","92557.19493698","TON"
"Dust - Unpaved Road Dust","CA","PM10 Primary (Filt + Cond)","CAP","92059.862","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","HI","Carbon Monoxide","CAP","91043.590585258","TON"
"Fires - Prescribed Fires","FL","PM2.5 Primary (Filt + Cond)","CAP","90928.53656449","TON"
"Fuel Comb - Electric Generation - Coal","MS","Sulfur Dioxide","CAP","90641.2","TON"
"Mobile - Non-Road Equipment - Gasoline","ME","Carbon Monoxide","CAP","90505.83745910456700369656","TON"
"Fires - Agricultural Field Burning","KS","Carbon Monoxide","CAP","90488.85041","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","WY","Carbon Monoxide","CAP","89938.59876","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NH","Carbon Monoxide","CAP","89696.463422","TON"
"Industrial Processes - Oil & Gas Production","KS","Carbon Monoxide","CAP","89455.581036341288","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MI","Nitrogen Oxides","CAP","88879.894140795","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","PA","Nitrogen Oxides","CAP","88195.301894","TON"
"Biogenics - Vegetation and Soil","ME","Carbon Monoxide","CAP","87812.868","TON"
"Biogenics - Vegetation and Soil","SD","Carbon Monoxide","CAP","87543.078","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","IL","Nitrogen Oxides","CAP","87390.169547447","TON"
"Fuel Comb - Electric Generation - Coal","KY","Nitrogen Oxides","CAP","87271.601915","TON"
"Agriculture - Fertilizer Application","TX","Ammonia","CAP","86778.40273011","TON"
"Agriculture - Crops & Livestock Dust","KY","PM10 Primary (Filt + Cond)","CAP","86687.92318","TON"
"Fires - Prescribed Fires","KY","Carbon Monoxide","CAP","86396.5546","TON"
"Fuel Comb - Electric Generation - Coal","OH","Nitrogen Oxides","CAP","86370.03","TON"
"Biogenics - Vegetation and Soil","VA","Carbon Monoxide","CAP","85347.2589","TON"
"Industrial Processes - Oil & Gas Production","OK","Carbon Monoxide","CAP","84713.2285392062","TON"
"Dust - Unpaved Road Dust","AR","PM10 Primary (Filt + Cond)","CAP","84679.593","TON"
"Dust - Unpaved Road Dust","MO","PM2.5 Primary (Filt + Cond)","CAP","84485.2086044","TON"
"Biogenics - Vegetation and Soil","MI","Carbon Monoxide","CAP","84479.878","TON"
"Biogenics - Vegetation and Soil","TN","Carbon Monoxide","CAP","84239.896","TON"
"Agriculture - Livestock Waste","KS","Ammonia","CAP","83126.3705128","TON"
"Agriculture - Crops & Livestock Dust","IN","PM10 Primary (Filt + Cond)","CAP","82879.51333","TON"
"Fuel Comb - Residential - Wood","IN","Carbon Monoxide","CAP","82775.898735","TON"
"Fires - Wildfires","MO","Carbon Monoxide","CAP","82755.691644","TON"
"Fires - Wildfires","WV","Carbon Monoxide","CAP","82170.417921","TON"
"Industrial Processes - Mining","NV","PM10 Primary (Filt + Cond)","CAP","81992.7319910665","TON"
"Mobile - Non-Road Equipment - Gasoline","NY","Volatile Organic Compounds","CAP","80883.0374615185319549555581718484","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MO","Nitrogen Oxides","CAP","80811.6058892","TON"
"Agriculture - Crops & Livestock Dust","TX","PM2.5 Primary (Filt + Cond)","CAP","80600.866509","TON"
"Mobile - Non-Road Equipment - Gasoline","ID","Carbon Monoxide","CAP","80570.3709487182280948435556514","TON"
"Fuel Comb - Residential - Wood","WI","Carbon Monoxide","CAP","80227.5436832","TON"
"Biogenics - Vegetation and Soil","VT","Volatile Organic Compounds","CAP","79524.71","TON"
"Agriculture - Crops & Livestock Dust","IL","PM2.5 Primary (Filt + Cond)","CAP","79281.8461","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","WA","Nitrogen Oxides","CAP","78972.946620539","TON"
"Agriculture - Fertilizer Application","KS","Ammonia","CAP","78798.7736","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","VA","Nitrogen Oxides","CAP","78676.503155663","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","PA","Nitrogen Oxides","CAP","78241.042023379","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","TN","Nitrogen Oxides","CAP","78017.70593147","TON"
"Fires - Wildfires","LA","Volatile Organic Compounds","CAP","77636.041967","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","IN","Nitrogen Oxides","CAP","77501.971053626","TON"
"Mobile - Non-Road Equipment - Gasoline","NE","Carbon Monoxide","CAP","77336.94479661008018615458117962","TON"
"Agriculture - Crops & Livestock Dust","MS","PM10 Primary (Filt + Cond)","CAP","77139.18835","TON"
"Agriculture - Crops & Livestock Dust","CA","PM10 Primary (Filt + Cond)","CAP","77116.566442485","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","IL","Volatile Organic Compounds","CAP","77106.24603054","TON"
"Solvent - Consumer & Commercial Solvent Use","IL","Volatile Organic Compounds","CAP","76971.187928","TON"
"Fuel Comb - Electric Generation - Coal","OK","Sulfur Dioxide","CAP","76690.6","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","OH","Volatile Organic Compounds","CAP","75095.42354171","TON"
"Waste Disposal","TN","Carbon Monoxide","CAP","75057.67382653","TON"
"Fires - Prescribed Fires","AZ","Carbon Monoxide","CAP","74791.469414","TON"
"Biogenics - Vegetation and Soil","IL","Carbon Monoxide","CAP","74578.856","TON"
"Waste Disposal","AL","Carbon Monoxide","CAP","74501.415866","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","IL","Nitrogen Oxides","CAP","74336.8076639","TON"
"Industrial Processes - Oil & Gas Production","OK","Nitrogen Oxides","CAP","74183.66385918821","TON"
"Fuel Comb - Electric Generation - Coal","MO","Nitrogen Oxides","CAP","73885.8642","TON"
"Fires - Wildfires","KS","Carbon Monoxide","CAP","73734.335683","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MI","Volatile Organic Compounds","CAP","73421.01152781","TON"
"Solvent - Consumer & Commercial Solvent Use","PA","Volatile Organic Compounds","CAP","73100.7225808","TON"
"Fires - Prescribed Fires","TX","Volatile Organic Compounds","CAP","73047.7188152","TON"
"Fires - Wildfires","MT","Carbon Monoxide","CAP","72977.406933","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","AL","Nitrogen Oxides","CAP","72822.49485599","TON"
"Mobile - Non-Road Equipment - Gasoline","WV","Carbon Monoxide","CAP","72409.6106977971401060724749574","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","DE","Carbon Monoxide","CAP","72358.411449","TON"
"Agriculture - Crops & Livestock Dust","PA","PM10 Primary (Filt + Cond)","CAP","71964.93341","TON"
"Dust - Unpaved Road Dust","MN","PM10 Primary (Filt + Cond)","CAP","71703.2295","TON"
"Biogenics - Vegetation and Soil","KY","Carbon Monoxide","CAP","71319.873","TON"
"Mobile - Non-Road Equipment - Gasoline","NH","Carbon Monoxide","CAP","71290.74681301864000314276","TON"
"Industrial Processes - Oil & Gas Production","LA","Volatile Organic Compounds","CAP","71205.630473138","TON"
"Fires - Prescribed Fires","OK","Volatile Organic Compounds","CAP","71169.34346","TON"
"Fires - Prescribed Fires","AL","PM10 Primary (Filt + Cond)","CAP","70936.94972047","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NC","Volatile Organic Compounds","CAP","70892.29142105","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MO","Nitrogen Oxides","CAP","70865.658388905","TON"
"Fuel Comb - Residential - Wood","IL","Carbon Monoxide","CAP","70843.443234","TON"
"Fires - Prescribed Fires","LA","PM10 Primary (Filt + Cond)","CAP","70775.86268384","TON"
"Agriculture - Crops & Livestock Dust","KS","PM2.5 Primary (Filt + Cond)","CAP","70749.37537","TON"
"Biogenics - Vegetation and Soil","NY","Carbon Monoxide","CAP","70709.37","TON"
"Dust - Unpaved Road Dust","TN","PM10 Primary (Filt + Cond)","CAP","70532.76","TON"
"Dust - Unpaved Road Dust","SC","PM10 Primary (Filt + Cond)","CAP","70483.776","TON"
"Fuel Comb - Electric Generation - Coal","WV","Nitrogen Oxides","CAP","70444.3","TON"
"Fires - Prescribed Fires","NE","Carbon Monoxide","CAP","70274.716011","TON"
"Mobile - Non-Road Equipment - Gasoline","WI","Volatile Organic Compounds","CAP","69491.951544665857043779163009681","TON"
"Fuel Comb - Residential - Wood","MO","Carbon Monoxide","CAP","69377.6626173","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","GA","Volatile Organic Compounds","CAP","68823.555019302","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","GA","Nitrogen Oxides","CAP","68662.2572303","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NY","Nitrogen Oxides","CAP","68471.87613","TON"
"Fires - Wildfires","FL","Carbon Monoxide","CAP","68295.538382","TON"
"Agriculture - Crops & Livestock Dust","NC","PM10 Primary (Filt + Cond)","CAP","68273.76209","TON"
"Biogenics - Vegetation and Soil","WI","Carbon Monoxide","CAP","68272.75","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","IN","Nitrogen Oxides","CAP","68154.2349549","TON"
"Agriculture - Livestock Waste","OK","Ammonia","CAP","68152.961414","TON"
"Agriculture - Crops & Livestock Dust","ND","PM2.5 Primary (Filt + Cond)","CAP","68085.8775","TON"
"Fuel Comb - Electric Generation - Coal","LA","Sulfur Dioxide","CAP","67806.63","TON"
"Dust - Paved Road Dust","TX","PM10 Primary (Filt + Cond)","CAP","67782.076136","TON"
"Agriculture - Livestock Waste","MO","Ammonia","CAP","67319.169728","TON"
"Mobile - Non-Road Equipment - Diesel","CA","Nitrogen Oxides","CAP","67133.3764673737","TON"
"Fires - Prescribed Fires","CA","Volatile Organic Compounds","CAP","67013.090402","TON"
"Fires - Prescribed Fires","MO","PM10 Primary (Filt + Cond)","CAP","66181.4245811","TON"
"Mobile - Non-Road Equipment - Gasoline","TX","Volatile Organic Compounds","CAP","66081.593540746169027666563298528","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","PA","Volatile Organic Compounds","CAP","66008.759535296","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","TX","Carbon Monoxide","CAP","65928.59579552","TON"
"Waste Disposal","NY","Carbon Monoxide","CAP","65916.78198105","TON"
"Fires - Wildfires","NM","Carbon Monoxide","CAP","65764.853563","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","NY","Nitrogen Oxides","CAP","65606.089142","TON"
"Biogenics - Vegetation and Soil","IA","Carbon Monoxide","CAP","65334.311","TON"
"Fires - Prescribed Fires","WV","Carbon Monoxide","CAP","65271.08399","TON"
"Agriculture - Crops & Livestock Dust","MI","PM10 Primary (Filt + Cond)","CAP","65039.26240038","TON"
"Fuel Comb - Electric Generation - Coal","GA","Sulfur Dioxide","CAP","65016.414","TON"
"Waste Disposal","OH","Carbon Monoxide","CAP","64836.83138635","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","TN","Nitrogen Oxides","CAP","64746.56901027","TON"
"Fires - Prescribed Fires","CO","Carbon Monoxide","CAP","64531.291744","TON"
"Mobile - Non-Road Equipment - Gasoline","MN","Volatile Organic Compounds","CAP","64295.753353432696828117463687967","TON"
"Fires - Wildfires","TX","Volatile Organic Compounds","CAP","64157.116532","TON"
"Agriculture - Crops & Livestock Dust","LA","PM10 Primary (Filt + Cond)","CAP","63978.6653617","TON"
"Fires - Prescribed Fires","WY","Carbon Monoxide","CAP","63950.041846","TON"
"Biogenics - Vegetation and Soil","ND","Carbon Monoxide","CAP","63893.307","TON"
"Mobile - Non-Road Equipment - Diesel","FL","Nitrogen Oxides","CAP","63674.8794995770700014383298027","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","NY","Volatile Organic Compounds","CAP","63581.91707","TON"
"Fuel Comb - Electric Generation - Coal","IA","Sulfur Dioxide","CAP","63412.811","TON"
"Mobile - Non-Road Equipment - Diesel","TX","Carbon Monoxide","CAP","63185.8622196336000214309272922","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","OK","Nitrogen Oxides","CAP","62925.219","TON"
"Solvent - Industrial Surface Coating & Solvent Use","TX","Volatile Organic Compounds","CAP","62892.287013","TON"
"Mobile - Non-Road Equipment - Gasoline","NM","Carbon Monoxide","CAP","62819.92542295608004644326407634","TON"
"Fires - Prescribed Fires","GA","PM10 Primary (Filt + Cond)","CAP","62622.129655436","TON"
"Agriculture - Fertilizer Application","IL","Ammonia","CAP","62164.7810743","TON"
"Industrial Processes - Oil & Gas Production","KS","Nitrogen Oxides","CAP","62099.5948400812281","TON"
"Fires - Wildfires","TN","Carbon Monoxide","CAP","62052.29066","TON"
"Industrial Processes - Non-ferrous Metals","KY","Carbon Monoxide","CAP","62040.12077345","TON"
"Fuel Comb - Electric Generation - Coal","NE","Sulfur Dioxide","CAP","61834.68","TON"
"Dust - Unpaved Road Dust","IA","PM10 Primary (Filt + Cond)","CAP","61456.907","TON"
"Fires - Wildfires","VA","Carbon Monoxide","CAP","61406.534378","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","AK","Carbon Monoxide","CAP","61396.2079488268","TON"
"Fires - Wildfires","KY","Volatile Organic Compounds","CAP","61366.718415","TON"
"Fires - Prescribed Fires","MS","Volatile Organic Compounds","CAP","61333.64317","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","AZ","Nitrogen Oxides","CAP","61059.1082457","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","WA","Volatile Organic Compounds","CAP","61036.67155126","TON"
"Biogenics - Vegetation and Soil","CT","Volatile Organic Compounds","CAP","60645.85","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MN","Nitrogen Oxides","CAP","60619.021949","TON"
"Fuel Comb - Electric Generation - Coal","AR","Sulfur Dioxide","CAP","60524.41","TON"
"Fires - Prescribed Fires","AL","PM2.5 Primary (Filt + Cond)","CAP","60116.06087933","TON"
"Fires - Prescribed Fires","LA","PM2.5 Primary (Filt + Cond)","CAP","59979.54917469","TON"
"Fires - Prescribed Fires","MT","Volatile Organic Compounds","CAP","59702.233731","TON"
"Waste Disposal","SC","Carbon Monoxide","CAP","59481.038258","TON"
"Agriculture - Crops & Livestock Dust","OR","PM10 Primary (Filt + Cond)","CAP","59372.606","TON"
"Fires - Prescribed Fires","IN","Carbon Monoxide","CAP","59108.72797","TON"
"Industrial Processes - Ferrous Metals","OH","Carbon Monoxide","CAP","58945.0968","TON"
"Fires - Prescribed Fires","MN","Volatile Organic Compounds","CAP","58756.2900813","TON"
"Dust - Paved Road Dust","CA","PM10 Primary (Filt + Cond)","CAP","58738.376","TON"
"Solvent - Consumer & Commercial Solvent Use","OH","Volatile Organic Compounds","CAP","58427.6062279","TON"
"Fuel Comb - Electric Generation - Coal","TN","Sulfur Dioxide","CAP","58370.089","TON"
"Biogenics - Vegetation and Soil","PA","Carbon Monoxide","CAP","58367.802","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","IN","Volatile Organic Compounds","CAP","58342.890493277","TON"
"Industrial Processes - Chemical Manuf","LA","Sulfur Dioxide","CAP","58303.353623","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","OH","Nitrogen Oxides","CAP","58184.4394302","TON"
"Solvent - Consumer & Commercial Solvent Use","CA","Volatile Organic Compounds","CAP","58096.482200195","TON"
"Dust - Unpaved Road Dust","ND","PM10 Primary (Filt + Cond)","CAP","57490.352","TON"
"Agriculture - Crops & Livestock Dust","SD","PM2.5 Primary (Filt + Cond)","CAP","57331.7331","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","NY","Carbon Monoxide","CAP","56549.2338783","TON"
